,address,driving_time,public_trans_time,public_trans_option
2150,"Sderot Hativat HaNegev  27,Eilat",NA,NA,NA
2151,"Yerushalayim St.  59,Bat Yam",typically 20 - 50 min,28 min,240
2152,"Sokolov St.  28,Rishon LeTsiyon",typically 30 min - 1 hr 10 min,43 min,190
2153,"Zeev Jabotinsky St.  30,Holon",typically 18 - 40 min,32 min,71
2154,Ha-Sar Shapira St. Bat Yam,typically 24 min - 1 hr,NA,NA
2155,Ha-Neviim St. Bat Yam,typically 22 min - 1 hr,43 min,1
2156,Kehilat Canada St. Tel Aviv-Yafo,typically 18 - 45 min,33 min,1
2157,Uzi Hitman St. Ramla,typically 35 min - 1 hr 20 min,57 min,458
2158,Masada St. Haifa,typically 1 hr 30 min - 2 hr 50 min,1 hr 32 min,16        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
2159,HaGuy St. Ness Ziona,typically 30 min - 1 hr 15 min,42 min,276
2160,"Gershom St.  3,Ramat Gan",typically 14 - 40 min,31 min,67    200
2161,Yoel Salomon St. Netanya,typically 50 min - 1 hr 40 min,44 min,650
2162,Ehud Manor St. Netanya,typically 35 min - 1 hr 10 min,48 min,600
2163,Menachem Begin St. Netanya,typically 35 min - 1 hr 10 min,41 min,600
2164,Ha-Rav Nisanbaum St. Bat Yam,typically 20 - 55 min,35 min,240
2165,Haim Hefer St. Rishon LeTsiyon,typically 30 min - 1 hr 15 min,50 min,193
2166,"Ein Gedi St.  9,Rosh Haayin",typically 40 min - 1 hr 20 min,48 min,473
2167,Shmuel HaNatziv St. Netanya,typically 50 min - 1 hr 40 min,42 min,650
2168,Yoseftal St. Ramla,typically 35 min - 1 hr 15 min,44 min,450
2169,Yehuda Stein St. Ramla,typically 35 min - 1 hr 20 min,45 min,450
2170,"HaHashmonaim St.  52,Netanya",typically 45 min - 1 hr 25 min,46 min,650
2171,HaKotel HaMaaravi St. Beer Sheva,typically 1 hr 25 min - 2 hr 20 min,1 hr 35 min,16        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2172,Wingate St. Beer Sheva,typically 1 hr 25 min - 2 hr 10 min,1 hr 26 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2173,Yehuda Halevi St. Beer Sheva,typically 1 hr 25 min - 2 hr 10 min,1 hr 29 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2174,Hahida St. Beer Sheva,typically 1 hr 25 min - 2 hr 20 min,1 hr 42 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2175,Yigal Alon St. Tel Aviv-Yafo,typically 6 - 16 min,9 min,46
2176,"HaMuchtar St.  7,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 35 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2177,"HaMuchtar St.  7,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 35 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2178,"Rambam St.  62,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 35 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2179,"Yaakov Schiffer St.  6,Netanya",typically 35 min - 1 hr 10 min,44 min,605
2180,Sokolov St. Holon,typically 18 - 40 min,29 min,71
2181,"Rambam St.  32,Beer Sheva",typically 1 hr 25 min - 2 hr 20 min,1 hr 30 min,באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2182,"Henri Kendel St.  12,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 37 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2183,Rut Shapira St. Beer Sheva,typically 1 hr 30 min - 2 hr 30 min,1 hr 55 min,2        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2184,"Henri Kendel St.  10,Be'er Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 37 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2185,"HaMuchtar St.  7,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 35 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2186,Moriya St. Beer Sheva,typically 1 hr 25 min - 2 hr 20 min,1 hr 33 min,16        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2187,"Sderot Yerushalayim  7,Beersheba",typically 1 hr 30 min - 2 hr 20 min,1 hr 38 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2188,"Saar St.  7,Kfar Vradim",typically 2 hr 10 min - 3 hr 40 min,2 hr 51 min,35    312    כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
2189,"Trumpeldor St.  33,Netanya",typically 45 min - 1 hr 30 min,49 min,650
2190,Nissim Aloni St. Tel Aviv-Yafo,typically 7 - 18 min,13 min,בנימינה-בנימינה גבעת עדה<->לוד-לוד
2191,"Yitshak Sadeh St.  4,Bat Yam",typically 24 min - 1 hr,45 min,1
2192,Dugit St. Ramla,typically 35 min - 1 hr 10 min,NA,NA
2193,Akhad ha-Am St. Ashdod,typically 45 min - 1 hr 40 min,45 min,280
2194,Shaar ha-Gai St. Beer Sheva,typically 1 hr 10 min - 2 hr,1 hr 28 min,78    ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות    מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה
2195,Kdoshei Belsen St. Netanya,typically 45 min - 1 hr 40 min,49 min,16    נתניה-נתניה<->בית שמש-בית שמש
2196,"Yoseftal St.  45,Bat Yam",typically 22 - 55 min,41 min,46
2197,Yamit St. Rishon LeTsiyon,typically 24 min - 1 hr,39 min,190
2198,Ha-Zmora St. Rishon LeTsiyon,typically 26 min - 1 hr 5 min,33 min,190
2199,Mordehai HaYehudi St. Rishon LeTsiyon,typically 26 min - 1 hr 5 min,36 min,15        190
2200,HaMegila St. Rishon LeTsiyon,typically 26 min - 1 hr 5 min,39 min,15        190
2201,Alter David Kurtzman St. Rishon LeTsiyon,typically 26 - 55 min,37 min,193
2202,Ha-Yekev St. Rishon LeTsiyon,typically 26 min - 1 hr 5 min,35 min,190
2203,Aba Hillel Silver St. Rishon LeTsiyon,typically 28 min - 1 hr,40 min,190
2204,Nov St. Rishon LeTsiyon,typically 24 min - 1 hr 5 min,35 min,190
2205,"Sderot Hayim Weizman  51,Netanya",typically 45 min - 1 hr 40 min,42 min,650
2206,Moshe Kleinman St. Jerusalem,typically 1 hr 5 min - 1 hr 50 min,1 hr 28 min,10    1    ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות    מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה
2207,"Dror St.  15,Rishon LeTsiyon",typically 30 min - 1 hr 5 min,39 min,193
2208,Givati St. Rishon LeTsiyon,typically 30 min - 1 hr,NA,NA
2209,"Yona Bugla St.  15,Rishon LeTsiyon",typically 35 min - 1 hr 15 min,NA,NA
2210,HaRav Tana St. Beer Sheva,typically 1 hr 30 min - 2 hr 20 min,1 hr 49 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2211,Mikhael Neeman St. Tel Aviv-Yafo,typically 22 - 45 min,27 min,606
2212,"Exodus St.  15,Netanya",typically 40 min - 1 hr 15 min,49 min,600
2213,"HaNurit St.  20,Ashdod",typically 45 min - 1 hr 30 min,59 min,34    280
2214,Ha-Zohar St. Petah Tikva,typically 26 min - 1 hr 5 min,43 min,64
2215,Baal Shem Tov St. Petah Tikva,typically 26 min - 1 hr 10 min,41 min,64
2216,HaRav Uziel St. Bat Yam,typically 20 - 50 min,37 min,1
2217,"Ha-Zamir St.  7,Yavne",typically 35 min - 1 hr 15 min,NA,NA
2218,"Bar Kochva St.  16,Netanya",typically 45 min - 1 hr 30 min,48 min,650
2219,"Gad Machnes St.  6,Netanya",typically 40 min - 1 hr 20 min,50 min,650
2220,"Ha-Gila St.  17,Netanya",typically 40 min - 1 hr 15 min,52 min,600
2221,"David HaMelech St.  3,Netanya",typically 50 min - 1 hr 40 min,49 min,650
2222,"Isser Harel St.  7,Netanya",typically 45 min - 1 hr 30 min,53 min,16    נתניה-נתניה<->בית שמש-בית שמש
2223,"Yehuda Halevi St.  23,Netanya",typically 40 min - 1 hr 25 min,50 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2224,Har Tsiyon St. Netanya,typically 40 min - 1 hr 25 min,51 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2225,"Sokolov St.  24,Netanya",typically 45 min - 1 hr 30 min,44 min,650
2226,"Arye Motskin St.  27,Netanya",typically 40 min - 1 hr 15 min,55 min,68    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2227,"Sderot Jabotinsky  8,Netanya",typically 40 min - 1 hr 20 min,53 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2228,"Sderot Hayim Weizman  37,Netanya",typically 45 min - 1 hr 30 min,NA,NA
2229,"Ha-Rav Herzog St.  12,Netanya",typically 45 min - 1 hr 40 min,47 min,650
2230,"Sderot Yerushalayim  37,Netanya",typically 40 min - 1 hr 20 min,48 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2231,"HaCongress HaTsiyoni  6,Netanya",typically 24 - 50 min,34 min,606
2232,"Reuven Barkat St.  9,Netanya",typically 40 min - 1 hr 25 min,39 min,650
2233,"Yoel Salomon St.  12,Netanya",typically 50 min - 1 hr 40 min,44 min,650
2234,"Elkalai St.  19,Netanya",typically 45 min - 1 hr 30 min,55 min,16    נתניה-נתניה<->בית שמש-בית שמש
2235,"Sderot Jabotinsky  8,Netanya",typically 40 min - 1 hr 20 min,53 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2236,"Yoel Salomon St.  14,Netanya",typically 50 min - 1 hr 40 min,44 min,650
2237,"Yosef Lapid St.  1,Netanya",typically 35 min - 1 hr 15 min,51 min,600
2238,"Emek Khefer St.  92,Netanya",typically 45 min - 1 hr 30 min,52 min,16    נתניה-נתניה<->בית שמש-בית שמש
2239,"Gad Machnes St.  19,Netanya",typically 40 min - 1 hr 20 min,57 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2240,"Derech Raziel  10,Netanya",typically 45 min - 1 hr 40 min,40 min,650
2241,"Yehuda Halevi St.  64,Netanya",typically 40 min - 1 hr 20 min,57 min,600
2242,"Pierre Koenig St.  11,Netanya",typically 40 min - 1 hr 15 min,54 min,600
2243,"Ha-Lamed Hei St.  6,Netanya",typically 40 min - 1 hr 20 min,41 min,650
2244,"Ben Avi  44,Netanya",typically 40 min - 1 hr 20 min,54 min,605
2245,"Avner Ben Ner St.  14,Netanya",typically 45 min - 1 hr 40 min,51 min,16    נתניה-נתניה<->בית שמש-בית שמש
2246,Beeri St. Netanya,typically 45 min - 1 hr 40 min,43 min,650
2247,"Shlomo ha-Melekh St.  4,Netanya",typically 50 min - 1 hr 40 min,48 min,650
2248,"Mordekhai Anielewicz St.  3,Netanya",typically 40 min - 1 hr 25 min,40 min,827
2249,"Yehuda Halevi St.  25,Netanya",typically 45 min - 1 hr 25 min,50 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2250,"HaRav Kuk St.  55,Netanya",typically 50 min - 1 hr 40 min,46 min,650
2251,"Sderot Jabotinsky  36,Netanya",typically 40 min - 1 hr 20 min,52 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2252,"A.D. Gordon St.  24,Netanya",typically 45 min - 1 hr 30 min,41 min,650
2253,"Moshe Shapira St.  9,Netanya",typically 45 min - 1 hr 40 min,42 min,650
2254,"Shlomo ha-Melekh St.  18,Netanya",typically 50 min - 1 hr 40 min,47 min,650
2255,"Beeri St.  71,Netanya",typically 45 min - 1 hr 40 min,45 min,650
2256,"Beeri St.  70,Netanya",typically 45 min - 1 hr 40 min,46 min,650
2257,"David Yellin St.  21,Netanya",typically 45 min - 1 hr 25 min,45 min,650
2258,Ha-Yedidut St. Netanya,typically 40 min - 1 hr 20 min,56 min,600
2259,"Smilanski St.  28,Netanya",typically 45 min - 1 hr 25 min,50 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2260,"Sderot Jabotinsky  41,Netanya",typically 40 min - 1 hr 20 min,52 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2261,"Kikar HaAtsmaut  4,Netanya",typically 40 min - 1 hr 20 min,48 min,650
2262,Rambam St. Beer Sheva,typically 1 hr 25 min - 2 hr 20 min,1 hr 28 min,באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2263,"A.D. Gordon St.  6,Lod",typically 30 min - 1 hr,41 min,6    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2264,"David HaMelech St.  3,Beer Sheva",typically 1 hr 20 min - 2 hr 10 min,1 hr 26 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2265,"Ha-Khashmonaim St.  6,Lod",typically 30 min - 1 hr,45 min,1        רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2266,"Eliyahu Golomb St.  3,Lod",typically 30 min - 1 hr,41 min,6    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2267,"HaBesht St.  26,Holon",typically 20 - 50 min,29 min,240
2268,"Givati St.  20,Bat Yam",typically 24 min - 1 hr,47 min,46
2269,"Eli Cohen St.  4,Bat Yam",typically 20 - 55 min,28 min,240
2270,Nirim St. Rishon LeTsiyon,typically 30 min - 1 hr,54 min,193
2271,בני אמדורסקי Raanana,typically 35 min - 1 hr 10 min,56 min,213        בנימינה-בנימינה גבעת עדה<->לוד-לוד
2272,"Ha-Khamisha St.  42,Rosh Haayin",typically 40 min - 1 hr 15 min,55 min,71    הרצליה-הרצליה<->אשדוד עד הלום-אשדוד
2273,Herzl Rosenblum St. Beer Sheva,typically 1 hr 30 min - 2 hr 20 min,1 hr 57 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2274,Sderot Yerushalayim Beersheba,typically 1 hr 30 min - 2 hr 20 min,1 hr 42 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2275,Leo Piccard St. Beer Sheva,typically 1 hr 20 min - 2 hr 10 min,1 hr 39 min,23        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2276,Shaar ha-Gai St. Beer Sheva,typically 1 hr 10 min - 2 hr,1 hr 28 min,78    ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות    מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה
2277,Eliyahu ha-Navi St. Beer Sheva,typically 1 hr 20 min - 2 hr 10 min,1 hr 27 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2278,"Ha-Ilanot St.  98,Ramla",typically 35 min - 1 hr 15 min,48 min,450
2279,HaTsanhanim St. Ramla,typically 35 min - 1 hr 15 min,45 min,450
2280,Yitshak Ben Zvi St. Ramla,typically 35 min - 1 hr 20 min,43 min,450
2281,Ha-Rama St. Ramla,typically 35 min - 1 hr 15 min,51 min,450
2282,"Sderot Hativat Yiftach  10,Lod",typically 35 min - 1 hr 10 min,33 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2283,"Aharon Ben Yosef St.  25,Ramla",typically 35 min - 1 hr 10 min,37 min,450
2284,"Uzi Hitman St.  3,Netanya",typically 35 min - 1 hr 10 min,51 min,600
2285,"Ehud Manor St.  18,Netanya",typically 35 min - 1 hr 10 min,51 min,600
2286,"Dwight Eisenhower St.  3,Netanya",typically 35 min - 1 hr 10 min,51 min,605
2287,"Uzi Hitman St.  11,Netanya",typically 35 min - 1 hr 10 min,53 min,600
2288,"Uzi Hitman St.  5,Netanya",typically 35 min - 1 hr 10 min,51 min,600
2289,"Ehud Manor St.  7,Netanya",typically 35 min - 1 hr 10 min,50 min,600
2290,"Sderot Ben Gurion  141,Netanya",typically 35 min - 1 hr 15 min,54 min,600
2291,"Sderot Ben Gurion  2,Netanya",typically 40 min - 1 hr 15 min,52 min,600
2292,"Ha-Hadarim St.  19,Lod",typically 30 min - 1 hr,38 min,460
2293,Akhad ha-Am St. Ashdod,typically 45 min - 1 hr 40 min,45 min,280
2294,HaEtrog St. Ramla,typically 35 min - 1 hr 15 min,53 min,450
2295,"Ha-Khamisha St.  42,Rosh Haayin",typically 40 min - 1 hr 15 min,55 min,71    הרצליה-הרצליה<->אשדוד עד הלום-אשדוד
2296,HaEtrog St. Ramla,typically 35 min - 1 hr 15 min,53 min,450
2297,"Ben Tsvi Boulevard  82,Netanya",typically 35 min - 1 hr 15 min,46 min,605
2298,"Ha-Khamisha St.  42,Rosh Haayin",typically 40 min - 1 hr 15 min,55 min,71    הרצליה-הרצליה<->אשדוד עד הלום-אשדוד
2299,"Shaul Hadadi St.  14,Bat Yam",typically 20 - 55 min,28 min,240
2300,Yosef Aharonovich St. Holon,typically 22 min - 1 hr,NA,NA
2301,"HaHashmonaim St.  6,Bat Yam",typically 20 - 55 min,27 min,240
2302,"HaBanim St.  25,Holon",typically 18 - 40 min,41 min,72    56
2303,"Moshe Dayan St.  6,Ramla",typically 35 min - 1 hr 15 min,50 min,450
2304,"Abba Hillel Silver Road  44,Ramat Gan",typically 14 - 35 min,14 min,200
2305,"Eshel St.  5,Bat Hefer",typically 1 - 2 hr,1 hr 1 min,635
2306,"Hativat Harel St.  3,Lod",typically 35 min - 1 hr 5 min,53 min,15    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2307,"Henrietta Szold St.  114,Lod",typically 30 min - 1 hr,39 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2308,"Ben Shemen St.  12,Lod",typically 35 min - 1 hr 5 min,54 min,2    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2309,"Salnikin St.  4,Lod",typically 35 min - 1 hr 5 min,33 min,1    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2310,"Yehoshua Rabinovich St.  28,Holon",typically 24 min - 1 hr 5 min,37 min,71
2311,Through a beacon Ma'ale Efrayim,typically 1 hr 40 min - 4 hr 10 min,1 hr 54 min,827
2312,"Uzi Hitman St.  21,Netanya",typically 35 min - 1 hr 10 min,56 min,600
2313,Basel St. Beer Sheva,typically 1 hr 25 min - 2 hr 20 min,1 hr 32 min,16        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
2314,"Mordehai HaYehudi St.  12,Rishon LeTsiyon",typically 26 min - 1 hr 5 min,37 min,15        190
2315,"Ha-Gdud ha-Ivri St.  1,Ramla",typically 35 min - 1 hr 15 min,46 min,458
2316,"Haim Moshe Shapira St.  12,Lod",typically 30 min - 1 hr,37 min,460
2317,"HaKalir St.  11,Netanya",typically 35 min - 1 hr 10 min,1 hr 2 min,69    בנימינה-בנימינה גבעת עדה<->לוד-לוד
2318,Hannah U-Michael Levin St. Rishon LeTsiyon,typically 28 min - 1 hr,46 min,193
2319,Shvo St. Beer Yaakov,typically 35 min - 1 hr 20 min,41 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2320,"Amal St.  10,Holon",typically 22 - 55 min,36 min,171
2321,"A.D. Gordon St.  2,Rishon LeTsiyon",typically 30 min - 1 hr,39 min,190
2322,"Elazar Ben Yair St.  67,Arad",NA,NA,NA
2323,"Pinsker St.  30,Nahariyya",typically 2 hr - 3 hr 20 min,2 hr 2 min,3    נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות
2324,"Iris St.  26,Nahariyya",typically 2 hr - 3 hr 20 min,2 hr 14 min,272    כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
2325,"the date  204,Nir Moshe",NA,NA,NA
2326,HaMaayan St. Givatayim,typically 8 - 24 min,19 min,54
2327,HaMaayan St. Givatayim,typically 8 - 24 min,19 min,54
2328,HaMaayan St. Givatayim,typically 8 - 24 min,19 min,54
2329,HaMaayan St. Givatayim,typically 8 - 24 min,19 min,54
2330,"Katzenelson St.  63,Givatayim",typically 6 - 18 min,10 min,54
2331,"Gilad St.  6,Rosh Haayin",typically 35 min - 1 hr 25 min,52 min,473
2332,"Sderot Hayim Weizman  101,Netanya",typically 45 min - 1 hr 40 min,42 min,650
2333,Nahalat Tsvi St. Petah Tikva,typically 28 min - 1 hr 15 min,45 min,486        הרצליה-הרצליה<->אשדוד עד הלום-אשדוד
2334,"Shaar HaGai St.  5,Netanya",typically 40 min - 1 hr 25 min,41 min,650
2335,"Keren Kayemet le-Yisrael St.  18,Kiryat Bialik",typically 1 hr 40 min - 3 hr,1 hr 48 min,1    כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
2336,Albert Einstein St. Lod,typically 35 min - 1 hr 5 min,35 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2337,Kibuts Galuyot St. Ashdod,typically 45 min - 1 hr 40 min,47 min,280
2338,Jabotinski St. Ashkelon,typically 1 hr - 2 hr 10 min,1 hr 33 min,13    אשקלון-אשקלון<->הרצליה-הרצליה
2339,Janus Korczak St. Ashkelon,typically 1 hr - 2 hr 10 min,1 hr 34 min,13    אשקלון-אשקלון<->הרצליה-הרצליה
2340,Ha-Psanter St. Rishon LeTsiyon,typically 28 min - 1 hr 5 min,40 min,5    190
2341,"Shvil HaMarganit  3,Akko",typically 1 hr 50 min - 3 hr 10 min,2 hr 1 min,2    נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות
2342,Shabazi St. Ramla,typically 35 min - 1 hr 15 min,41 min,450
2343,"Sokolov St.  5,Bat Yam",typically 22 - 55 min,42 min,46
2344,HaGdud Haivri St. Bat Yam,typically 20 - 50 min,28 min,240
2345,Sokolov St. Bat Yam,typically 24 min - 1 hr,43 min,46
2346,Daniel St. Bat Yam,typically 20 - 50 min,28 min,240
2347,Sokolov St. Bat Yam,typically 24 min - 1 hr,43 min,46
2348,Derech Ben Gurion Bat Yam,typically 24 min - 1 hr,1 hr 15 min,705
2349,HaBanim St. Holon,typically 18 - 40 min,41 min,72    56
2350,Herzl St. Bat Yam,typically 24 min - 1 hr,1 hr 3 min,705
2351,HaAtsmaut Boulevard Bat Yam,typically 20 - 55 min,37 min,1
2352,Halper St. Bat Yam,typically 22 - 50 min,37 min,46
2353,Sayarim St. Gan Yavne,typically 40 min - 1 hr 25 min,57 min,340    177
2354,Avraham Ofer St. Ashdod,typically 50 min - 1 hr 40 min,NA,NA
2355,"Asa Kadmoni St.  10,Tel Aviv-Yafo",typically 9 - 24 min,21 min,36
2356,HaGiborim St. Bat Yam,typically 20 - 50 min,37 min,1
2357,"Shevet Dan St.  16,Ashdod",typically 50 min - 1 hr 40 min,1 hr 4 min,281
2358,"Kabir St.  32,Tel Aviv-Yafo",typically 9 - 18 min,16 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
2359,Yosef Tsvi Rimon St. Jerusalem,typically 55 min - 1 hr 30 min,NA,NA
